カード名,商品コード,レアリティ,還元pt,カード画像URL,ローカル画像パス
キチキギスex,PK-2988,RR,500.0,https://drive.google.com/file/d/1hHYOvkBP0-gU9IDirgCiZEOdLVues3Kk/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/キチキギス.webp
バトルパートナーズ 1パック,PK-2989,その他,500.0,https://drive.google.com/file/d/1yIY3DjThfs0_Jj8LK16omrp61CAR-GkP/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_02989.webp
Nのゾロアークex,PK-2990,RR,500.0,https://drive.google.com/file/d/1tB1QtyQJiDXWJFJpscBou2-Sn7NManup/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ゾロアーク.jpg
怖いお兄さん,PK-2991,SR,500.0,https://drive.google.com/file/d/1-vmyro5asKptsi0OsNe80Xqy1Hr0Tcpc/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/柿いお兄さん.webp
オオタチ,PK-2992,AR,500.0,https://drive.google.com/file/d/1yFrAPF8xBEP0XTJFNo5Lr-X93OApABRW/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/オオタチ.jpg
ホップのウールー,PK-2993,AR,500.0,https://drive.google.com/file/d/1Y6ZmmpzQnbhC9oh_XEq4JcdlK_0UJJQN/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ウールー.jpg
ルガルガン,PK-2994,AR,500.0,https://drive.google.com/file/d/15OfIjse9xOBs3YqPCw5hcSAnJWwQN6lY/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ルガルガン.webp
ロトム,PK-2995,AR,500.0,https://drive.google.com/file/d/1WRzL02kcJtUaFWRcWLh-9JoXkblsrJwE/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ロトム.webp
ペパーのヨクバリス,PK-2996,AR,500.0,https://drive.google.com/file/d/1EIrFLEcOsvheYQD1tLQFyBCcMgbgXofD/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ベバーのヨクバリス.webp
イワパレス,PK-2997,AR,500.0,https://drive.google.com/file/d/1gFsyBhVcEl6JTMWt0GkhvE96OQckmE5h/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/イワパレス.webp
ペパーのマフィティフex,PK-2998,SR,500.0,https://drive.google.com/file/d/19SkrfgqsioiQrJ5hzL8B3zf-1lyv_gFD/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01990.webp
メガヤンマex,PK-2999,SR,500.0,https://drive.google.com/file/d/1f1nYyjsS61yfWP6ApZ2uaDh_DlIvlu_A/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/メガヤンマ.jpg
ジャッジマン,PK-3000,SR,500.0,https://drive.google.com/file/d/1eCGdiV0Ky5i21gzj3v4T5krRuXeOV3C_/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ジャッジマン.webp
ラクライ,PK-3001,AR,500.0,https://drive.google.com/file/d/146jlwJxRYFiu6qhUzt5QPeGe1WqqtPiT/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ラクライ.jpg
ヤバソチャex,PK-3002,SR,480.0,https://drive.google.com/file/d/10k1nuOgNzZF96O65LYERLxMa-3GfIXFz/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヤバソチャ四.jpg
グレンアルマex,PK-3003,SR,480.0,https://drive.google.com/file/d/1Zhlv68GcwnEMah39qJCU3dkC5wF0nLbR/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/グレンアルマ.webp
ロケット団のワナイダー,PK-3004,R,470.0,https://drive.google.com/file/d/1OEHeCYW3J-xxNipweGKmkFa1RReLkiZu/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ロケット団のワナ.jpg
ロケット団の監視塔,PK-3005,UC,470.0,https://drive.google.com/file/d/1LlxVluZP48UMKsfOEJRMQUjAQ2LwZsfN/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ロケット団の監視塔.webp
ガラル サンダー,PK-3006,AR,450.0,https://drive.google.com/file/d/18FnYErHnfAj_bJy5WXXnTBtc7Tv0blA_/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/サンダー.webp
コオリッポ,PK-3007,AR,450.0,https://drive.google.com/file/d/1KDL09ukUr2aYL7yuKoSVTPjAmFaR59cY/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/コオリッポ.jpg
キャタピー,PK-3008,AR,450.0,https://drive.google.com/file/d/1cmtM6snyRHDEpbhYuXcuioVYQDU3aXs9/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/キャタピー.webp
ギルガルドex,PK-3009,SR,450.0,https://drive.google.com/file/d/1S-RMfiOVSNOzpgfSbXiGErgpzYZxR5R2/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ギルガルド.jpg
チオンジェンex,PK-3010,SR,450.0,https://drive.google.com/file/d/1RSRbGaLCVQak6Ns73BSS9RlH2LKfXI6t/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/チオンジェン.webp
アブソルex,PK-3011,SR,450.0,https://drive.google.com/file/d/1FEXeZLHBzz6zt1jeGhujl9Dg3FSonp8J/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/アブソル.jpg
カプ・コケコex,PK-3012,SR,450.0,https://drive.google.com/file/d/1cXQC4phvE-VF_8fhdimDu_HCSHL-Gtrt/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_03864.webp
ディンルーex,PK-3013,UR,430.0,https://drive.google.com/file/d/14cs-8s36ajvAzB9x1QM0VcgXOz7c6LXF/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ディンルー.jpg
ピジョン,PK-3014,AR,430.0,https://drive.google.com/file/d/1TG71mOc6xH5fJHMLeRGV3-wp37maT-TB/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ピジョン.webp
デルビル,PK-3015,AR,430.0,https://drive.google.com/file/d/1QqUOa5jof6KGs8RGy9smiNE6bT-4Ni3V/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/デルビル.jpg
イワパレス,PK-3016,AR,430.0,https://drive.google.com/file/d/1-nSiLjaJB_Z30cxyap28fUiFsdaIk5aQ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/イワパレス.webp
エイパム,PK-3017,AR,430.0,https://drive.google.com/file/d/14SYRHohIXKi_ZPPzPHydEdUKQC2R85q8/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/エイパム.jpg
ハヤシガメ,PK-3018,AR,430.0,https://drive.google.com/file/d/1K_TyVUF_3JcTtMhYmNpb82RXFF0NBjt5/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ハヤシガメ.jpg
ブリジュラスex,PK-3019,RR,430.0,https://drive.google.com/file/d/173OjjtC5GdrFErEM2joGlm4XNvWX43Sy/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ブリジュラス.webp
ポワルンたいようのすがた,PK-3020,AR,430.0,https://drive.google.com/file/d/1qBjWDdr3pUimTQI-e8Vc_3Fc51Oc0D3h/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ポワルンたいょうのすがた.jpg
オーガポンみどりのめんex,PK-3021,RR,430.0,https://drive.google.com/file/d/1gHzBvCNk8A33AJaNQVgD4fkxBnwcqaqP/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/オーガポンみどりのめん.jpg
ボルケニオンex,PK-3022,SR,430.0,https://drive.google.com/file/d/1tjvPxoyPnGq4X0I31j8LOvWsDCD42MCX/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ボルケニオン.jpg
シロナのガブリアスex,PK-3023,RR,430.0,https://drive.google.com/file/d/1zmW-2KQxeVYejA7nHcqMyKrvQnH1T8is/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/シロナのガブリアス四.webp
モスノウ,PK-3024,CHR,420.0,https://drive.google.com/file/d/1EtQSygAollerLriGW1GxmSc3boZ6LvDY/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/モスノウ.jpg
ヨノワール,PK-3025,CHR,420.0,https://drive.google.com/file/d/16LbIdiU-4YxeafDq6EG5I2p0Rv6dZwrr/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヨノワール.jpg
ヤレユータン,PK-3026,CHR,420.0,https://drive.google.com/file/d/109QOa7ovGlZPY6egK7lHyMshmXSxZbic/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヤレユータン.jpg
ドドゲザン,PK-3027,AR,420.0,https://drive.google.com/file/d/1-a9W-7XdNiQV-ZeecFbhfEKe9k1mVDqD/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ドドゲザン.jpg
ムックル,PK-3028,AR,420.0,https://drive.google.com/file/d/1ELujEI-qHoPLP5vXxZ5Df8xzvulB9BW1/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ムックル.jpg
パルデアウパー,PK-3029,AR,420.0,https://drive.google.com/file/d/1yG82CEc1uIXRJGU_uskth7cVQjEjjkxu/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_03029.webp
ノノクラゲ,PK-3030,AR,420.0,https://drive.google.com/file/d/1IF__XnkKpweqE23EhRRbpwBP9WcUYQtc/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ノノクラゲ.jpg
パーモット,PK-3031,AR,420.0,https://drive.google.com/file/d/1NZXJB_a4nzKqqA0IyFrF1tKvUKg3VwCU/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/パーモット.jpg
オトシドリ,PK-3032,AR,420.0,https://drive.google.com/file/d/11MhuK7Iw0D0C58_u-nqQtsxDqar3SCbJ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/オトシドリ.jpg
ウェルカモ,PK-3033,AR,420.0,https://drive.google.com/file/d/18Im4e3DvBa5f4AmDESUzztzjUVzwDsiV/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ウェルカモ.webp
カエンジシ,PK-3034,AR,420.0,https://drive.google.com/file/d/11vrrtOSSyHXPWuHf5bBXvYQx6fUXncSv/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/カエンジシ.jpg
トロピウス,PK-3035,AR,420.0,https://drive.google.com/file/d/1xCwBnD9KVjuRsJ91IAdCOakB032cOeUm/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/トロピウス.jpg
ヒスイビリリダマ,PK-3036,AR,420.0,https://drive.google.com/file/d/1V5XP_6j15mf4xr0Hk7g16miOWcEgV9ay/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヒスイビリリダマ.jpg
コロトック,PK-3037,AR,420.0,https://drive.google.com/file/d/1fdNk15w39majhzdqcDLttwNlxARkIly7/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/コロトック.jpg
マナフィ,PK-3038,AR,420.0,https://drive.google.com/file/d/1H3dkngHc9_KSDiYQ0VU6fj-Py-cznMAL/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/マナフィ.jpg
ストリンダー,PK-3039,AR,420.0,https://drive.google.com/file/d/1fUfoB4V2Tag2NQ0P2b1dG-m5EqGB3Y8z/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ストリンダー.jpg
アブソル,PK-3040,AR,420.0,https://drive.google.com/file/d/1gVG4jdSiyHmdWZQM93oP7a_AExNkAfgl/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/アブソル.jpg
フォクスライ,PK-3041,AR,420.0,https://drive.google.com/file/d/1aK9kX76BqpsjnDtemMMoTHSDZlgF8Xgv/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/フォクスライ.jpg
チルタリス,PK-3042,AR,420.0,https://drive.google.com/file/d/1vN9ysvRLXPJi6-vFQmTri-Fv6Bg7e8bQ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/チルタリス.jpg
サワロ,PK-3043,SR,420.0,https://drive.google.com/file/d/1qAHgfSVv9hd7nhMQSHaUw8Su4X4RMLUl/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_61391.webp
ヘラクロス,PK-3044,AR,420.0,https://drive.google.com/file/d/1JBP3MMdhp6PtSl6HJjbVah7FY45M_N43/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヘラクロス.jpg
スナバァ,PK-3045,AR,420.0,https://drive.google.com/file/d/17Y215SosaeerPGfpAWVRMxx1dnio0PlG/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_03045.webp
アノクサ,PK-3046,AR,420.0,https://drive.google.com/file/d/1YRY0V1XHpv3R0hqPTk88vFa-W-gQdRww/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/アノクサ.webp
ノココッチ,PK-3047,AR,420.0,https://drive.google.com/file/d/1L323bq1kKxSS1E1GSEW-KEAPoWPTqpDr/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ノココッチ.webp
ナカヌチャン,PK-3048,AR,420.0,https://drive.google.com/file/d/1GvH_bUq6MpVnpAISg4y4hjmu_U6fw32z/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ナカヌチャン.webp
カヌチャン,PK-3049,AR,420.0,https://drive.google.com/file/d/1UaCDDnnTpH9Nxt0OwY-u_5abkVtbPu1L/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/カヌチャン.webp
ガラルサンダー,PK-3050,AR,420.0,https://drive.google.com/file/d/1WcbjV8wwTwrIvfxygpj4CshjQnixk7yk/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_52222.webp
ニドキング,PK-3051,AR,420.0,https://drive.google.com/file/d/1agzpHhPEBD1AZwvAjMMf_h5-aYyYs6T5/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ニドキング.jpg
オムナイト,PK-3052,AR,420.0,https://drive.google.com/file/d/1isDu3LlIGJ5g01FkGTgzhnNZCFDtM8G0/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/オムナイト.jpg
ルージュラex,PK-3053,SR,420.0,https://drive.google.com/file/d/16tuK7ZMn5IozIZahJw-Fa5ezg-xPcj6j/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ルージュラ.webp
カエンジシ,PK-3054,AR,420.0,https://drive.google.com/file/d/1o3jAohaOmMYq2IHKEbinegneWHAIgT8S/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/カエンジシ.jpg
ゴーリキー,PK-3055,AR,420.0,https://drive.google.com/file/d/1_RarEfmNxiiRYmuOaRsUl2dAkqDB7wDh/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ゴーリキー.webp
バリヤード,PK-3056,AR,420.0,https://drive.google.com/file/d/1jpYVRbtDDiMs1_sLf3eAQGSpe8F4yAx7/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/バリヤード.webp
バチュル,PK-3057,AR,420.0,https://drive.google.com/file/d/1Q65eqNyI55CoCOWT-Htu2T97vhYcLV3S/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/バチュル.webp
ダストダス,PK-3058,AR,420.0,https://drive.google.com/file/d/1_eCAzUzGXY1hnR1lV7u2fXzI5_DM2Aqd/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ダストダス.webp
ドゴーム,PK-3059,AR,420.0,https://drive.google.com/file/d/1hclOb1xZy3IvH3sSPQOlWbRqSf4UBgk1/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ドゴーム.jpg
ポリゴンZ,PK-3060,AR,420.0,https://drive.google.com/file/d/1w9hXB8DEdDeUqAp4MYW0uiU2WTktru3G/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ポリゴン.webp
リククラゲ,PK-3061,AR,420.0,https://drive.google.com/file/d/1HgfWdQ6pemtHEtzeTJYk7o4E3nC_KBrF/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/リククラゲ.jpg
ウミトリオ,PK-3062,AR,420.0,https://drive.google.com/file/d/1n2PfsXsaWQm0rnDj_K6lyHegKD_mB-53/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ウミトリオ.webp
ジーランス,PK-3063,AR,420.0,https://drive.google.com/file/d/1VjSGFfb-nSCcBv6pJfNAIfWzsCercPkB/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ジーランス.webp
ハバタクカミ,PK-3064,AR,420.0,https://drive.google.com/file/d/1pqTb9sxooD1P_fu24smq7-AkD31p-xjA/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ハバタクカミ.jpg
ダーテング,PK-3065,AR,420.0,https://drive.google.com/file/d/1dRg0amh5SJ4C5f1jvQ8_ok5sEaIy5btd/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ダーテング.jpg
カジッチュ,PK-3066,AR,420.0,https://drive.google.com/file/d/1juoXVKKUKo7eEPisVW3CfBOP5YJ7rUN2/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/カジッチュ.jpg
フィオネ,PK-3067,AR,420.0,https://drive.google.com/file/d/1tl9tZY_zncafuNKlHnXNAIbe3HMDpVps/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/フィオネ.webp
ウッウ,PK-3068,AR,420.0,https://drive.google.com/file/d/1JbPtKu25HAevANy9yeuromttBF3yu1k4/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ウッウ.jpg
コータス,PK-3069,AR,420.0,https://drive.google.com/file/d/1iXsArgTAaY575bQutl_dycH7efejXkKs/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/コータス.webp
ラブトロス,PK-3070,AR,420.0,https://drive.google.com/file/d/1XmASsE4v8evVX_VzjppvcGtcg9XsGNFv/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ラブトロス.jpg
カミッチュ,PK-3071,AR,420.0,https://drive.google.com/file/d/1ITuErroaiTsWqFQf5gumrmXTrSncCZDC/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/カミッチュ.webp
ユキメノコ,PK-3072,AR,420.0,https://drive.google.com/file/d/1rl_AAr5LDP8GVhQdnm5YcNeyw6LnaU5u/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ユキメノコ.webp
チリーン,PK-3073,AR,420.0,https://drive.google.com/file/d/1r8azw2W7Z5fXIUYBfu6G_5dMaGIJaJmu/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/チリーン.jpg
キチキギス,PK-3074,AR,420.0,https://drive.google.com/file/d/1DmskXxTdqxNNeOeEKTfBuDBbxyObBqYo/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/キチキギス.webp
イイネイヌ,PK-3075,AR,420.0,https://drive.google.com/file/d/1IY53DXi6XMyPEdtY5hvnTeXlM5zFfoWn/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/イイネイヌ.webp
コドラ,PK-3076,AR,420.0,https://drive.google.com/file/d/1NeBMg6A4CTP8AfBs4u6yyj6qFwQwuDHP/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/コドラ.jpg
レディアン,PK-3077,AR,420.0,https://drive.google.com/file/d/1n7OsaHO0Qi5KpVF-fmsrJHSvmBbRLc3V/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/レディアン.jpg
ケケンカニ,PK-3078,AR,420.0,https://drive.google.com/file/d/162oCNCDRuaUEfe4Niu2a6xS6pmbzpiJo/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ケケンカニ.jpg
バチュル,PK-3079,AR,420.0,https://drive.google.com/file/d/1tlhHCh45r_gY0UJ83A7z9YeiFNi4_oHy/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/バチュル.webp
ウデッポウ,PK-3080,AR,420.0,https://drive.google.com/file/d/1X4Yv1Ym7REuIUgo1HYvRMRkW7gl2pCqa/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ウデッポウ.jpg
ブリジュラス,PK-3081,AR,420.0,https://drive.google.com/file/d/1rgK4f7KLcGJM0FSkVP0VoEP3cnIGsWOc/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ブリジュラス.webp
イルカマン,PK-3082,AR,420.0,https://drive.google.com/file/d/167ZnspMDbiGZrkTJ8VXDoW-_u6AWo90K/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/イルカマン.jpg
テツノイワオex,PK-3083,SR,420.0,https://drive.google.com/file/d/1IFxSzb3X_hoiaZthVq3NW6nUg7KvSVGC/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/テツノイワオ.webp
エアームド,PK-3084,AR,420.0,https://drive.google.com/file/d/10XVI0ZT_QuZAZRFmkat_66GDsKYd6H_k/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/エアームド.jpg
スコヴィランex,PK-3085,SR,420.0,https://drive.google.com/file/d/1VXEUd7HnFwn-tQiIp5MTXzlw1V_SdWJu/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/スコヴィラン.webp
タマザラシ,PK-3086,AR,420.0,https://drive.google.com/file/d/1yYZf9vuWpb4vp2XWPuCz9Bkwld-etT1G/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/タマザラシ.jpg
リーリエのピッピex,PK-3087,RR,420.0,https://drive.google.com/file/d/1_hqA92XFGZ74wvi-DgApOmoT8GBlPQVb/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/リーリエのピッピ人形.jpg
オンバット,PK-3088,AR,420.0,https://drive.google.com/file/d/1O8i7LQbzQnLLtSunuZfSRkGvP20UHp2U/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/オンバット.jpg
ヤンヤンマ,PK-3089,AR,420.0,https://drive.google.com/file/d/1Uc-rRFbnQFTt6VxMETbhF_lFko-faYDV/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヤンヤンマ.jpg
カミツオロチ,PK-3090,AR,420.0,https://drive.google.com/file/d/1u_0_llPXAom6EogHGuU5Gb5L4irlOvMK/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/カミツオロチ.webp
ロケット団のレシーバー,PK-3091,UC,420.0,https://drive.google.com/file/d/18bJ6nF6D8drf_3buwtA1zJekEaXQjPYM/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ロケツト団のレシーバー.webp
リザードンVSTAR,PK-3092,RRR,400.0,https://drive.google.com/file/d/1EfCTQgLRT3C-nJzxAolkdQ2kCTFgHq6n/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/リザードン.jpg
かがやくヒスイオオニューラ,PK-3093,K,400.0,https://drive.google.com/file/d/1-xbQX3jIkm5ICEzzSaC3SPzGvnN1npCU/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/かがやくヒスイオオニュラ.jpg
ナットレイ,PK-3094,AR,400.0,https://drive.google.com/file/d/1eayfcHRwynf6kH7ORuk4hce8feWwnO4g/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ナットレイ.jpg
フォレトスex,PK-3095,SSR,400.0,https://drive.google.com/file/d/1av6u1y-mLNN_qduRBVMdg3fJDv536wjA/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/フォレトス.webp
オンバーンex,PK-3096,SSR,400.0,https://drive.google.com/file/d/1-Fc7TH5G9cnJWTtMeYIxUfPVSHjVuGip/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/オンバーン.jpg
キラフロルex,PK-3097,SSR,400.0,https://drive.google.com/file/d/1SqN9HFMXfHWfCoR0BE_mz_HRFpDSqVN7/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/キラフロル.jpg
プクリンex,PK-3098,SSR,400.0,https://drive.google.com/file/d/1Ly07K7EN2TNbI0ovAJYIDeG0YkGb0xKd/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/プクリン.webp
ウェーニバルex,PK-3099,SSR,400.0,https://drive.google.com/file/d/1GMHpyxljfIZpM70JsrVs8-Qd6glnKkhJ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ウェーニバル四.jpg
リククラゲex,PK-3100,SSR,400.0,https://drive.google.com/file/d/1-NYS7FLt3UUlAYL1wqEf9Mk5Mg-yM4fw/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/リククラゲ.jpg
ピジョットex,PK-3101,SSR,400.0,https://drive.google.com/file/d/1r9ym1ubUXg7QjtK-rnruBjzNj_IlrDmI/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ピジョット.jpg
マスカーニャex,PK-3102,SSR,400.0,https://drive.google.com/file/d/1L8zPz4Q3f86XNz_8tG6WUsoP8EA46wLp/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/マスカーニャ四.webp
クエスパトラex,PK-3103,SSR,400.0,https://drive.google.com/file/d/1gKaAO_A5fR9nHoFfPP2FzW0-pa7VHknI/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/クエスパトラ.jpg
イキリンコex,PK-3104,SSR,400.0,https://drive.google.com/file/d/1v9ZHcuIBuY_qUl7EyLxNlJJkQshA8dFc/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/イキリンコ.webp
イダイナキバex,PK-3105,SSR,400.0,https://drive.google.com/file/d/1t8e-vtgR06d_JUUwCI-GY4_vz-KfM_Ev/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/イダイナキバ四.webp
ラウドボーンex,PK-3106,SSR,400.0,https://drive.google.com/file/d/1VtPs9CHKTktkMaiMWiNAcbZm8Y8Vh-Un/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ラウドボーン.jpg
エレザード,PK-3107,AR,400.0,https://drive.google.com/file/d/1Ycre7nXdLMm7nzvLc_4OhnLZkJ0NfPcZ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/エレザード.webp
